ID,英文名稱,中文名稱,圖片,備註,更新日期
3657744,horizontal diffusion,水平扩散,nan,nan,2019-01-10
3657745,horizontal element,水平要素,nan,nan,2019-01-10
3657746,horizontally stratified,水平层状,nan,nan,2019-01-10
3657747,horn-shaped region,喇叭形区域,nan,nan,2019-01-10
3657748,horseshoe type aurora,马蹄形极光,nan,nan,2019-01-10
3657749,hot plasma,热电浆,nan,nan,2019-01-10
3657750,Hough function,霍夫函数,nan,nan,2019-01-10
3657751,hour angle,时角,nan,nan,2019-01-10
3657752,hour circle,时圈,nan,nan,2019-01-10
3657753,hourly average,时均值,nan,nan,2019-01-10
3657754,hourly mean,时均值,nan,nan,2019-01-10
3657755,Hubble Space Telescope,哈伯太空望远镜,nan,nan,2019-01-10
3657756,Huggins band,尤金带,nan,nan,2019-01-10
3657757,hurricane,飓风,nan,nan,2019-01-10
3657758,hybrid frequency,混合频率,nan,nan,2019-01-10
3657759,hydrate,水合物,nan,nan,2019-01-10
3657760,hydrocarbon,烃；碳氢化合物,nan,nan,2019-01-10
3657761,hydrogen flocculus,氢谱斑,nan,nan,2019-01-10
3657762,hydrogen glow,氢气晖,nan,nan,2019-01-10
3657763,hydrogen line,氢谱线,nan,nan,2019-01-10
3657764,hydrogen peroxide,过氧化氢,nan,nan,2019-01-10
3657765,hydrogen prominence,氢日珥,nan,nan,2019-01-10
3657766,hydromagnetic shock wave,磁流体震波,nan,nan,2019-01-10
3657767,hydromagnetic wave,磁流体波,nan,nan,2019-01-10
3657768,hydromagnetics,磁流体力学,nan,nan,2019-01-10
3657769,hydrostatic equation,流体静力方程,nan,nan,2019-01-10
3657770,hydrostatic equilibrium,流体静力平衡,nan,nan,2019-01-10
3657771,hydrostatic model,流体静力模式,nan,nan,2019-01-10
3657772,hygroscopic,吸湿的,nan,nan,2019-01-10
3657773,hypersonic,超高音速,nan,nan,2019-01-10
3657774,hypersonic flow,超高音速流,nan,nan,2019-01-10
3657775,hysteresis effect,迟滞效应,nan,nan,2019-01-10
5691333,field alien conductivity,场沿电导率,nan,nan,2019-11-13
5691334,aurora precipitation,极光沉降,nan,nan,2019-11-13
5691335,collapse,崩陷,nan,nan,2019-11-13
5691336,differential flux,差动通量,nan,nan,2019-11-13
5691337,dusk dawn,昏晨,nan,nan,2019-11-13
5691338,electric jet,电喷流,nan,nan,2019-11-13
5691339,Bragg condition,布拉格条件,nan,nan,2019-11-13
5691340,coronal heating,日冕加热,nan,nan,2019-11-13
5691341,electron spectrum,电子谱,nan,nan,2019-11-13
5691342,daytime ionosphere,日间电离层,nan,nan,2019-11-13
5691343,equatorial ionization anomaly (EIA),赤道离化异常,nan,nan,2019-11-13
5691344,global navigation satellite system (GNSS),全球导航卫星系统,nan,nan,2019-11-13
5691345,anti-phase,反相,nan,nan,2019-11-13
5691346,ascending leg,升轨,nan,nan,2019-11-13
5691347,descending leg,降轨,nan,nan,2019-11-13
5691348,all-sky imager,全天成像仪,nan,nan,2019-11-13
5691349,human error,人为误差,nan,nan,2019-11-13
5691350,amplitude scintillation,振幅闪烁,nan,nan,2019-11-13
5691351,corona mass ejection,日冕物质抛射,nan,nan,2019-11-13
5691352,complex region,复杂区,nan,nan,2019-11-13
5691353,compression wave,压缩波,nan,nan,2019-11-13
5691354,auroral precipitation,极光沉降,nan,nan,2019-11-13
5985418,ice nucleus,冰核,nan,太空组,2019-12-06
5985419,ice-crystal nucleus,冰晶核,nan,太空组,2019-12-06
5985420,ideal gas,理想气体,nan,太空组,2019-12-06
5985421,image tube,影像管,nan,太空组,2019-12-06
5985422,impact acceleration,冲击加速度,nan,太空组,2019-12-06
5985423,impact area,撞击区；著陆区,nan,太空组,2019-12-06
5985424,impact point,撞击点,nan,太空组,2019-12-06
5985425,impact zone,撞击带,nan,太空组,2019-12-06
5985426,impedance probe,阻抗探针,nan,太空组,2019-12-06
5985427,imperfect scattering,非守恒型散射,nan,太空组,2019-12-06
5985428,importance of a flare,闪焰级别,nan,太空组,2019-12-06
5985429,impulsive heating,脉冲性加热,nan,太空组,2019-12-06
5985430,impulsive wave,脉冲波,nan,太空组,2019-12-06
5985431,in bound leg,降轨段,nan,太空组,2019-12-06
5985432,in phase,同相位；同相,nan,太空组,2019-12-06
5985433,incidence,入射；入射角；攻角,nan,太空组,2019-12-06
5985434,incident wave,入射波,nan,太空组,2019-12-06
5985435,inclination,倾角；水平差,nan,太空组,2019-12-06
5985436,inclined orbit,倾斜轨道,nan,太空组,2019-12-06
5985437,inclinometer,磁倾仪,nan,太空组,2019-12-06
5985438,incoherent,非同调,nan,太空组,2019-12-06
5985439,incoherent backscatter,非相干反向散射雷达,nan,太空组,2019-12-06
5985440,incoherent scatter,非同相散射；异调散射,nan,太空组,2019-12-06
5985441,incoherent scatter radar（ISR）,非同相散射雷达；异调散射雷达,nan,太空组,2019-12-06
5985442,index,指数；指标,nan,太空组,2019-12-06
5985443,index of refraction,折射率；折射指数,nan,太空组,2019-12-06
5985444,indicator,指示器,nan,太空组,2019-12-06
5985445,indirect effect,间接效应,nan,太空组,2019-12-06
5985446,induction,感应,nan,太空组,2019-12-06
5985447,induction drag,感生阻力,nan,太空组,2019-12-06
5985448,inelastic collision,非弹性碰撞,nan,太空组,2019-12-06
5985449,inert gas,惰性气体,nan,太空组,2019-12-06
5985450,inertia drift,惯性漂移,nan,太空组,2019-12-06
5985451,inertia drift velocity,惯性漂移速度,nan,太空组,2019-12-06
5985452,inertia force,惯性力,nan,太空组,2019-12-06
5985453,inertia term,惯性项,nan,太空组,2019-12-06
5985454,inertial axis,惯性轴,nan,太空组,2019-12-06
5985455,inertial coordinate system,惯性座标系,nan,太空组,2019-12-06
5985456,inertial guidance,惯性导引,nan,太空组,2019-12-06
5985457,inertial mass,惯性质量,nan,太空组,2019-12-06
5985458,inertial navigation,惯性导航,nan,太空组,2019-12-06
5985459,inertial orbit,惯性轨道,nan,太空组,2019-12-06
5985460,inertial space,惯性空间,nan,太空组,2019-12-06
5985461,inertial velocity,惯性速度,nan,太空组,2019-12-06
5985462,inferior planet,内行星,nan,太空组,2019-12-06
5985463,infrared,红外；红外线,nan,太空组,2019-12-06
5985464,infrared ray,红外线,nan,太空组,2019-12-06
5985465,infrared sensor,红外探测器；红外感测器,nan,太空组,2019-12-06
5985466,infrared window,红外窗区,nan,太空组,2019-12-06
5985467,inhomogeneity,不均匀,nan,太空组,2019-12-06
5985468,inhomogeneous,不均匀电浆,nan,太空组,2019-12-06
5985469,initial conditions,初始条件,nan,太空组,2019-12-06
5985470,initial phase,初［始压缩］相,nan,太空组,2019-12-06
5985471,injection,注入；入轨 {卫星飞船},nan,太空组,2019-12-06
5985472,inner corolla,内［日］冕,nan,太空组,2019-12-06
5985473,inner magnetosphere,内磁层,nan,太空组,2019-12-06
5985474,inner planet,内行星,nan,太空组,2019-12-06
5985475,inner proton belt,内质子带,nan,太空组,2019-12-06
5985476,inner radiation belt,内辐射带,nan,太空组,2019-12-06
5985477,inner tube,内管 {指磁力管},nan,太空组,2019-12-06
5985478,in-phase,同相,nan,太空组,2019-12-06
5985479,insertion,入轨,nan,太空组,2019-12-06
5985480,insolation,日射；日照,nan,太空组,2019-12-06
5985481,instability,不稳定,nan,太空组,2019-12-06
5985482,instantaneous FOV,瞬间视野,nan,太空组,2019-12-06
5985483,integral density spectrum,积分密度谱,nan,太空组,2019-12-06
5985484,integral flux,积分通量,nan,太空组,2019-12-06
5985485,integrated effect,累积效应,nan,太空组,2019-12-06
5985486,integrated spectrum,积分谱,nan,太空组,2019-12-06
5985487,intensity,强度,nan,太空组,2019-12-06
5985488,interacting prominence,互扰日珥,nan,太空组,2019-12-06
5985489,interaction,交互作用,nan,太空组,2019-12-06
5985490,interchange instability,交换不稳定［性］,nan,太空组,2019-12-06
5985491,interconnection,互相连接；互连,nan,太空组,2019-12-06
5985492,intercontinental ballistic missile,洲际弹道飞弹,nan,太空组,2019-12-06
5985493,interdiscipline,跨领域,nan,太空组,2019-12-06
5985494,interference,干涉；干扰,nan,太空组,2019-12-06
5985495,interference filter,干涉滤波器,nan,太空组,2019-12-06
5985496,interferometer,干涉计；干涉仪,nan,太空组,2019-12-06
5985497,intergalactic,星系际气体,nan,太空组,2019-12-06
5985498,International Association of Geomagnetism and Aeronomy （ IAGA）,国际地磁和高层大气物理协会,nan,太空组,2019-12-06
5985499,International Civil Aviation Organization （ICAO）,国际民用航空组织,nan,太空组,2019-12-06
5985500,International Council of Scientific Unions （ICSU）,国际科学联合会理事会,nan,太空组,2019-12-06
5985501,International Date Line (IDL),国际换日线,nan,太空组,2019-12-06
5985502,International Geomagnetic Reference Field （IGRF）,国际地磁参考场,nan,太空组,2019-12-06
5985503,International Geophysical Year （ IGY）,国际地球物理年,nan,太空组,2019-12-06
5985504,International Magnetospheric Study（ IMS）,国际磁层研究,nan,太空组,2019-12-06
5985505,International Polar Year （IPY）,国际极年,nan,太空组,2019-12-06
5985506,International Quiet Sun Year （IQSY）,国际宁静太阳年,nan,太空组,2019-12-06
5985507,International Reference Atmosphere,国际参照大气,nan,太空组,2019-12-06
5985508,International Reference Ionosphere （IRI）,国际参考电离层,nan,太空组,2019-12-06
5985509,International Union of Geodesy and Geophysics (IUGG),国际大地测量与地球物理学联合会,nan,太空组,2019-12-06
5985510,International Union of Radio Science （IURSI）,国际无线电科学联合会,nan,太空组,2019-12-06
5985511,interplaneatary,行星际,nan,太空组,2019-12-06
5985512,interplanetary magnetic field,行星际磁场,nan,太空组,2019-12-06
5985513,Interplanetary Magnetic Field（ IMF）,行星际磁场,nan,太空组,2019-12-06
5985514,interplanetary shock,行星际震波,nan,太空组,2019-12-06
5985515,interplanetary space,行星际空间；行星际太空,nan,太空组,2019-12-06
5985516,inter-satellite link,卫星间链路,nan,太空组,2019-12-06
5985517,interstellar,星际,nan,太空组,2019-12-06
5985518,interstellar magnetic field,星际磁场,nan,太空组,2019-12-06
5985519,interstellar space,星际空间,nan,太空组,2019-12-06
5985520,interstellar wind,星际风,nan,太空组,2019-12-06
5985521,interval,区间,nan,太空组,2019-12-06
5985522,intrinsic brightness,本征亮度；本质亮度,nan,太空组,2019-12-06
5985523,invariant,积分不变量,nan,太空组,2019-12-06
5985524,invariant geomagnetic coordinate,不变磁座标,nan,太空组,2019-12-06
5985525,invariant latitude,不变纬度；固有纬度,nan,太空组,2019-12-06
5985526,invariant plane,不变平面｛太阳系的｝,nan,太空组,2019-12-06
5985527,inversion layer,逆温层,nan,太空组,2019-12-06
5985528,inward,向内,nan,太空组,2019-12-06
5985529,ion capture,离子捕获,nan,太空组,2019-12-06
5985530,ion cloud,离子云,nan,太空组,2019-12-06
5985531,ion cluster,离子团,nan,太空组,2019-12-06
5985532,ion composition,离子成分,nan,太空组,2019-12-06
5985533,ion concentration,离子浓度,nan,太空组,2019-12-06
5985534,ion content,离子含量,nan,太空组,2019-12-06
5985535,ion counter,离子计数器,nan,太空组,2019-12-06
5985536,ion current,离子电流,nan,太空组,2019-12-06
5985537,ion cyclotron frequency,离子回旋频率,nan,太空组,2019-12-06
5985538,ion cyclotron resonance,离子回旋共振,nan,太空组,2019-12-06
5985539,ion cyclotron wave,离子回旋波,nan,太空组,2019-12-06
5985540,ion density,离子密度,nan,太空组,2019-12-06
5985541,ion diffusion,离子扩散,nan,太空组,2019-12-06
5985542,ion drag,离子拖曳,nan,太空组,2019-12-06
5985543,ion engine,离子引擎,nan,太空组,2019-12-06
5985544,ion gauge,离子计,nan,太空组,2019-12-06
5985545,ion mass spectrometer,离子质谱计,nan,太空组,2019-12-06
5985546,ion mobility,离子迁移率,nan,太空组,2019-12-06
5985547,ion pair,离子对,nan,太空组,2019-12-06
5985548,ion production,离子生成,nan,太空组,2019-12-06
5985549,ion spectrometer,离子谱仪,nan,太空组,2019-12-06
5985550,ion temperature,离子温度,nan,太空组,2019-12-06
5985551,ion trap,离子捕集器,nan,太空组,2019-12-06
5985552,ion wave,离子波,nan,太空组,2019-12-06
5985553,ion-acoustic instability,离子声波不稳定,nan,太空组,2019-12-06
5985554,ion-acoustic mode,离子声模,nan,太空组,2019-12-06
5985555,ionacoustic wave,离子声波,nan,太空组,2019-12-06
5985556,ion-atom interchange reaction,离子原子交换,nan,太空组,2019-12-06
5985557,ion-atom rearrangement,离子原子重新排列,nan,太空组,2019-12-06
5985558,ionic recombination,离子复合,nan,太空组,2019-12-06
5985559,ion-ion neutralization,离子－离子中和,nan,太空组,2019-12-06
5985560,ionization,游离；电离,nan,太空组,2019-12-06
5985561,ion-neutral collision,离子－中性粒子碰撞,nan,太空组,2019-12-06
5985562,ionogram,电离图,nan,太空组,2019-12-06
5985563,ionopause,电离层顶,nan,太空组,2019-12-06
5985564,ionosonde,电离层探测仪,nan,太空组,2019-12-06
5985565,ionosphere,电离层,nan,太空组,2019-12-06
5985566,ionosphere-atmosphere coupling,电离层－大气层耦合,nan,太空组,2019-12-06
5985567,ionosphere-atmosphere interaction,电离层－大气层交互作用,nan,太空组,2019-12-06
5985568,ionosphere-magnetosphere coupling,电离层－磁层耦合,nan,太空组,2019-12-06
5985569,ionosphere-magnetosphere interaction,电离层－磁层交互作用,nan,太空组,2019-12-06
5985570,ionospheric,电离层的,nan,太空组,2019-12-06
5985571,ionospheric absorption,电离层吸收,nan,太空组,2019-12-06
5985572,ionospheric characteristics,电离层特性,nan,太空组,2019-12-06
5985573,ionospheric conductivity,电离层电导率,nan,太空组,2019-12-06
5985574,ionospheric corotation electric field,电离层地球共转电场,nan,太空组,2019-12-06
5985575,ionospheric current system,电离层电流系统,nan,太空组,2019-12-06
5985576,ionospheric disturbance,电离层扰乱,nan,太空组,2019-12-06
5985577,ionospheric D-region,电离层D域,nan,太空组,2019-12-06
5985578,ionospheric dynamo,电离层发电机,nan,太空组,2019-12-06
5985579,ionospheric eclipse,电离层食,nan,太空组,2019-12-06
5985580,ionospheric effect,电离层效应,nan,太空组,2019-12-06
5985581,ionospheric E-region,电离层E域,nan,太空组,2019-12-06
5985582,ionospheric heating modification,人工加热电离层,nan,太空组,2019-12-06
5985583,ionospheric irregularity,电离层不规则体,nan,太空组,2019-12-06
5985584,ionospheric level,电离层高度,nan,太空组,2019-12-06
5985585,ionospheric observatory,电离层观测台,nan,太空组,2019-12-06
5985586,ionospheric parameter,电离层参数,nan,太空组,2019-12-06
5985587,ionospheric plasma,电离层电浆,nan,太空组,2019-12-06
5985588,ionospheric potential,电离层电位；电离层电势,nan,太空组,2019-12-06
5985589,Ionospheric probe,电离层探针,nan,太空组,2019-12-06
5985590,ionospheric probing,电离层探测,nan,太空组,2019-12-06
5985591,ionospheric profile,电离层廓线,nan,太空组,2019-12-06
5985592,ionospheric propagation,电离层传播,nan,太空组,2019-12-06
5985593,ionospheric propagation delay,电离层传播延迟,nan,太空组,2019-12-06
5985594,ionospheric properties,电离层观测量,nan,太空组,2019-12-06
5985595,ionospheric region,电离层域,nan,太空组,2019-12-06
5985596,ionospheric response,电离层响应,nan,太空组,2019-12-06
5985597,Ionospheric scintillation,电离层闪烁,nan,太空组,2019-12-06
5985598,ionospheric sounding,电离层探测,nan,太空组,2019-12-06
5985599,ionospheric Sq current,电离层磁静日电流,nan,太空组,2019-12-06
5985600,ionospheric storm,电离层暴,nan,太空组,2019-12-06
5985601,ionospheric structure,电离层结构,nan,太空组,2019-12-06
5985602,ionospheric tide,电离层潮,nan,太空组,2019-12-06
5985603,ionospheric wave,电离层波,nan,太空组,2019-12-06
5985604,irregularity,不规则体,nan,太空组,2019-12-06
5985605,isanomaly,等异常线,nan,太空组,2019-12-06
5985606,isoanomaly maps,等异常图,nan,太空组,2019-12-06
5985607,isoaurore,极光等频线,nan,太空组,2019-12-06
5985608,isobar,等压线,nan,太空组,2019-12-06
5985609,isobaric chart,等压面图；等压线图,nan,太空组,2019-12-06
5985610,isobaric line,等压线,nan,太空组,2019-12-06
5985611,isobaric surface,等压面,nan,太空组,2019-12-06
5985612,isobarometric line,等压线,nan,太空组,2019-12-06
5985613,isochasm,极光等频线,nan,太空组,2019-12-06
5985614,isocline,等磁倾线,nan,太空组,2019-12-06
5985615,isodynamic,等［磁］力线；等强度线,nan,太空组,2019-12-06
5985616,isodynamic map,等地磁强度图,nan,太空组,2019-12-06
5985617,isogonic,等磁偏角的,nan,太空组,2019-12-06
5985618,isogons,等偏线,nan,太空组,2019-12-06
5985619,isomagnetic line,等磁线,nan,太空组,2019-12-06
5985620,isomagnetic map,等磁力图,nan,太空组,2019-12-06
5985621,isopiestics,等压线,nan,太空组,2019-12-06
5985622,isopleth,等值线,nan,太空组,2019-12-06
5985623,isopore,地磁变线,nan,太空组,2019-12-06
5985624,isoporic,等磁变线,nan,太空组,2019-12-06
5985625,isoporic line,等磁变线,nan,太空组,2019-12-06
5985626,isothermal atmosphere,等温大气,nan,太空组,2019-12-06
5985627,isothermal layer,等温层,nan,太空组,2019-12-06
5985628,isotimic,等值线,nan,太空组,2019-12-06
5985629,isotope,同位素,nan,太空组,2019-12-06
5985630,isotopic tracer,同位素示踪物,nan,太空组,2019-12-06
5985631,isotropic,均向的,nan,太空组,2019-12-06
5985632,isotropy,各向同性；均向性,nan,太空组,2019-12-06
5985633,jet,喷流,nan,太空组,2019-12-06
5985634,Jet Propulsion Laboratory (JPL),喷射推进实验室,nan,太空组,2019-12-06
5985635,jet stream,喷流,nan,太空组,2019-12-06
5985636,Jovian magnetosphere,木星磁层,nan,太空组,2019-12-06
5985637,Jovian planet,类木行星,nan,太空组,2019-12-06
5985638,jump condition,跳跃条件,nan,太空组,2019-12-06
5985639,Jupiter,木星,nan,太空组,2019-12-06
5985640,Jupiter red spot,木星红斑,nan,太空组,2019-12-06
5985641,K corona,K日冕,nan,太空组,2019-12-06
5985642,K index,地磁K指数,nan,太空组,2019-12-06
5985643,Kelvin temperature,克氏温度；绝对温度,nan,太空组,2019-12-06
5985644,Kelvin wave,克尔文波,nan,太空组,2019-12-06
5985645,Kennedy Space Center,甘迺迪太空中心,nan,太空组,2019-12-06
5985646,kick motor,启动发动机,nan,太空组,2019-12-06
5985647,kinematics,运动学,nan,太空组,2019-12-06
5985648,kinetic and MHD theory,动力及磁性流体力学理论,nan,太空组,2019-12-06
5985649,kinetic energy density,动能密度,nan,太空组,2019-12-06
5985650,kinetic temperature,运动温度,nan,太空组,2019-12-06
5985651,kinetics,动力学,nan,太空组,2019-12-06
5985652,kink instability,扭曲不稳定,nan,太空组,2019-12-06
5985653,Kirchhoff’s laws,基尔霍夫定律,nan,太空组,2019-12-06
5985654,Klein-Nishina formula,克莍恩西名公式,nan,太空组,2019-12-06
5985655,knee,突降,nan,太空组,2019-12-06
5985656,K index,地磁K指数,nan,太空组,2019-12-06
20742655,N2+ ion,分子氮离子,nan,nan,2022-09-01
20742656,nadir,天底[点],nan,nan,2022-09-01
20742657,nagative ion,负离子,nan,nan,2022-09-01
20742658,nanosecond,奈秒,nan,nan,2022-09-01
20742659,narrow band filter,窄带滤波器,nan,nan,2022-09-01
20742660,National Aeronautics and Space Administration (NASA),美国国家航空暨太空总署,nan,nan,2022-09-01
20742661,National Oceanic and Atomospherifc Administration (NOAA),美国国家海洋大气总署,nan,nan,2022-09-01
20742662,natural period,自然周期；固有周期,nan,nan,2022-09-01
20742663,navigation,导航；航行,nan,nan,2022-09-01
20742664,navigation satellite,导航卫星,nan,nan,2022-09-01
20742665,Navstar satellite,导航星卫星,nan,nan,2022-09-01
20742666,Navy Navigation Satellite System (NNSS),海军导航卫星系统,nan,nan,2022-09-01
20742667,near infrared,近红外线,nan,nan,2022-09-01
20742668,near polar orbit,近极地轨道,nan,nan,2022-09-01
20742669,near real time,近实时；近即时,nan,nan,2022-09-01
20742670,near ultraviolet,近紫外,nan,nan,2022-09-01
20742671,negative anomaly,负异常,nan,nan,2022-09-01
20742672,negative charge,负电荷,nan,nan,2022-09-01
20742673,negative correlation,负相关,nan,nan,2022-09-01
20742674,negative polarity,负极性,nan,nan,2022-09-01
20742675,net flux,净通量,nan,nan,2022-09-01
20742676,neutral 1ine,中性线,nan,nan,2022-09-01
20742677,neutral air,中性空气,nan,nan,2022-09-01
20742678,neutral atmosphere,中性大气,nan,nan,2022-09-01
20742679,neutral atom,中性原子,nan,nan,2022-09-01
20742680,neutral density,中性密度,nan,nan,2022-09-01
20742681,neutral gas,中性气体,nan,nan,2022-09-01
20742682,neutral particle,中性粒子,nan,nan,2022-09-01
20742683,neutral point,中性点,nan,nan,2022-09-01
20742684,neutral sheet,中性片,nan,nan,2022-09-01
20742685,neutral surface,中性面,nan,nan,2022-09-01
20742686,neutral upper atmosphere,中性高层大气,nan,nan,2022-09-01
20742687,neutral wind,中性风,nan,nan,2022-09-01
20742688,neutron flux,中子通量,nan,nan,2022-09-01
20742689,neutron star,中子星,nan,nan,2022-09-01
20742690,neutropause,中性层项,nan,nan,2022-09-01
20742691,neutrosphere,中性层,nan,nan,2022-09-01
20742692,night airglow,夜气辉,nan,nan,2022-09-01
20742693,night glow,夜辉,nan,nan,2022-09-01
20742694,night hemisphere,夜半球,nan,nan,2022-09-01
20742695,nightglow emission,夜辉发射,nan,nan,2022-09-01
20742696,nightside,夜侧,nan,nan,2022-09-01
20742697,nightside aurora,夜侧极光,nan,nan,2022-09-01
20742698,nightside ionosphere,夜侧电离层,nan,nan,2022-09-01
20742699,nightside magnetosphere,夜侧磁层,nan,nan,2022-09-01
20742700,night-sky radiation,夜天辐射,nan,nan,2022-09-01
20742701,nighttime,夜间,nan,nan,2022-09-01
20742702,nighttime ionosphere,夜间电离层,nan,nan,2022-09-01
20742703,nitrogen atom,氮原子,nan,nan,2022-09-01
20742704,noctilucent cloud,夜光云,nan,nan,2022-09-01
20742705,nocturnal cooling,夜间冷却,nan,nan,2022-09-01
20742706,nocturnal radiation,夜间辐射,nan,nan,2022-09-01
20742707,nodal line,交点线；节线,nan,nan,2022-09-01
20742708,nodal plane,节面,nan,nan,2022-09-01
20742709,node,交点；节点,nan,nan,2022-09-01
20742710,nodical month,交点月,nan,nan,2022-09-01
20742711,noise,杂讯；噪音,nan,nan,2022-09-01
20742712,noise temperature,杂讯温度,nan,nan,2022-09-01
20742713,nomogram,线规图；列线图,nan,nan,2022-09-01
20742714,nondeviate absorption,非偏向吸收,nan,nan,2022-09-01
20742715,nonlinear wave,非线性波,nan,nan,2022-09-01
20742716,nonlinear phenomena,非线性现象,nan,nan,2022-09-01
20742717,noon,（正）午,nan,nan,2022-09-01
20742718,normal distribution,正态分布,nan,nan,2022-09-01
20742719,normal incidence,正射；垂直入射,nan,nan,2022-09-01
20742720,normal,常态；正常的；标准的；正交的；法线,nan,nan,2022-09-01
20742721,normal atmosphere,常态大气,nan,nan,2022-09-01
20742722,normal component,法向分量,nan,nan,2022-09-01
20742723,normal equation,正则方程；正规方程,nan,nan,2022-09-01
20742724,normal mode,正模,nan,nan,2022-09-01
20742725,normalization,标准化；常态化,nan,nan,2022-09-01
20742726,normalized density,归一密度,nan,nan,2022-09-01
20742727,north pole,北极,nan,nan,2022-09-01
20742728,northbound,北上[轨]道,nan,nan,2022-09-01
20742729,northern hemisphere,北半球,nan,nan,2022-09-01
20742730,northward component,北向分量,nan,nan,2022-09-01
20742731,nose cone,鼻锥; 前锥体,nan,nan,2022-09-01
20742732,nova,新星,nan,nan,2022-09-01
20742733,nuclear fission,核分裂,nan,nan,2022-09-01
20742734,nuclear fusion,核融合,nan,nan,2022-09-01
20742735,nuclear precession magnetometer,核旋进动磁力计,nan,nan,2022-09-01
20742736,nuclear reaction,核反应,nan,nan,2022-09-01
20742737,nucleating effects,致核效应,nan,nan,2022-09-01
20742738,nucleation formation,冰核生成,nan,nan,2022-09-01
20742739,nucleon,核子,nan,nan,2022-09-01
20742740,nucleonic component,核子成分,nan,nan,2022-09-01
20742741,number density,数密度,nan,nan,2022-09-01
20742742,numerical aperture,数值孔径,nan,nan,2022-09-01
20742743,numerical coding,数值编码,nan,nan,2022-09-01
20742744,numerical forecasting,数值预报,nan,nan,2022-09-01
20742745,numerical method,数值方法,nan,nan,2022-09-01
20742746,numerical modeling,数值模拟,nan,nan,2022-09-01
20742747,numerical simulation,数值模拟,nan,nan,2022-09-01
20742748,numerical solution,数值解,nan,nan,2022-09-01
20742749,nutation,章动,nan,nan,2022-09-01
20742750,oblate spheroid,扁球；扁球面,nan,nan,2022-09-01
20742751,oblateness,扁率,nan,nan,2022-09-01
20742752,oblique hydromagnetic shock,斜磁流体震波,nan,nan,2022-09-01
20742753,oblique incidence,斜投射； 斜入射,nan,nan,2022-09-01
20742754,oblique shock,斜震波,nan,nan,2022-09-01
20742755,oblique sounding,斜向探测,nan,nan,2022-09-01
20742756,obliquity,斜度,nan,nan,2022-09-01
20742757,observatory,观测台；观象台,nan,nan,2022-09-01
20742758,observing station,观测台站,nan,nan,2022-09-01
20742759,occultation,掩星,nan,nan,2022-09-01
20742760,occurrence frequency,发生频次；发生频率,nan,nan,2022-09-01
20742761,ocean evaporation,增加的海洋蒸发,nan,nan,2022-09-01
20742762,ocean-atmosphere interaction,海气交互作用,nan,nan,2022-09-01
20742763,octupole,八极子,nan,nan,2022-09-01
20742764,odd cycle,奇周,nan,nan,2022-09-01
20742765,Oersted,奥斯特（磁场强度单位）,nan,nan,2022-09-01
20742766,ohmic heating,欧姆加热,nan,nan,2022-09-01
20742767,omnidirection,全向,nan,nan,2022-09-01
20742768,on-board computer (OBC),飞行电脑； 机载电脑,nan,nan,2022-09-01
20742769,onset,起始； 肇始,nan,nan,2022-09-01
20742770,opacity,不透明性； 蔽光性,nan,nan,2022-09-01
20742771,opaque,不透明的,nan,nan,2022-09-01
20742772,open field line,开［磁］力线　开放式力线,nan,nan,2022-09-01
20742773,open magnetospheric model,开磁层模型； 开放式磁层模型无,nan,nan,2022-09-01
20742774,operation,操作，运算，运行，作业,nan,nan,2022-09-01
20742775,operational,操作的，工作的，控制的，作业的，运行的，运算的,nan,nan,2022-09-01
20742776,operator,算子；算符；操作员,nan,nan,2022-09-01
20742777,optical aurora,视光极光,nan,nan,2022-09-01
20742778,optical depth,光学厚度；光学深度,nan,nan,2022-09-01
20742779,optical distance,光程,nan,nan,2022-09-01
20742780,optical path,光学路径；光程,nan,nan,2022-09-01
20742781,optical pump,光泵,nan,nan,2022-09-01
20742782,optical window,光学窗,nan,nan,2022-09-01
20742783,optics,光学,nan,nan,2022-09-01
20742784,orbit,轨道,nan,nan,2022-09-01
20742785,orbit control,轨道控制,nan,nan,2022-09-01
20742786,orbit determination,轨道测定；测轨,nan,nan,2022-09-01
20742787,orbit injection,入轨,nan,nan,2022-09-01
20742788,orbit number,轨道编号,nan,nan,2022-09-01
20742789,orbit period,轨道周期,nan,nan,2022-09-01
20742790,orbit perturbation,轨道扰动,nan,nan,2022-09-01
20742791,orbit plane,轨道面,nan,nan,2022-09-01
20742792,orbit transfer,轨道转换,nan,nan,2022-09-01
20742793,orbital decay,轨道衰减,nan,nan,2022-09-01
20742794,orbital element,轨道要素,nan,nan,2022-09-01
20742795,orbital inclination,轨道倾角,nan,nan,2022-09-01
20742796,orbital parameter,轨道参数,nan,nan,2022-09-01
20742797,orbital period,轨道周期,nan,nan,2022-09-01
20742798,orbital velocity,轨道速度,nan,nan,2022-09-01
20742799,Orbiter,轨道飞行器； 轨道船,nan,nan,2022-09-01
20742800,Orbiting Solar Observatory (OSO),轨道太阳观察台,nan,nan,2022-09-01
20742801,ordinary mode,正常模,nan,nan,2022-09-01
20742802,ordinary ray,正常射线,nan,nan,2022-09-01
20742803,ordinary ray trace,正常波迹,nan,nan,2022-09-01
20742804,ordinary wave,正常波,nan,nan,2022-09-01
20742805,ordinate,纵坐标,nan,nan,2022-09-01
20742806,organic aerosol,有机悬浮颗粒,nan,nan,2022-09-01
