ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2909831,specified currency,指定通货,,指定通货,国际企业组,2017-03-23
2909832,specimen of draft,汇票样本,,汇票样本,国际企业组,2017-03-23
2909833,speculation arbitrage,投机套利,,投机套利,国际企业组,2017-03-23
2909834,speculation market,投机市场,,投机市场,国际企业组,2017-03-23
2909835,speculation on foreign exchange,外汇投机,,外汇投机,国际企业组,2017-03-23
2909836,speculative bubble,投机性泡沫,,投机性泡沫,国际企业组,2017-03-23
2909837,speculative buying,投机买进,,投机买进；看涨买进,国际企业组,2017-03-23
2909838,speculative gain,投机收益,,投机收益,国际企业组,2017-03-23
2909839,speculative import,投机性输入,,投机进口,国际企业组,2017-03-23
2909840,speculative investment,投机性投资,,投机投资,国际企业组,2017-03-23
2909841,speedy clearance,即时清算,,即时清算,国际企业组,2017-03-23
2909842,spent bill of lading {=spent B/L},已用提单,,已用提单,国际企业组,2017-03-23
2909843,split investment company,分享投资公司,,分股投资公司,国际企业组,2017-03-23
2909844,split margin,利率差幅,,利率差幅,国际企业组,2017-03-23
2909845,sporadic dumping,偶发性倾销,,偶发性倾销,国际企业组,2017-03-23
2909846,spot cash payment,现金支付,,现金支付,国际企业组,2017-03-23
2909847,spot cash transaction,即期现金交易；现金现货交易,,即期现金交易,国际企业组,2017-03-23
2909848,spot contract,现货契约,,现货契约,国际企业组,2017-03-23
2909849,spot exchange,即期外汇；现汇,,即期外汇；现汇,国际企业组,2017-03-23
2909850,spot exchange market,即期外汇市场；现汇市场,,即期外汇市场；现汇市场,国际企业组,2017-03-23
2909851,spot exchange rate,即期汇率,,即期汇率,国际企业组,2017-03-23
2909852,spot price,现货价格,,现货价格,国际企业组,2017-03-23
2909853,spot transaction,即期交易,,现货交易,国际企业组,2017-03-23
2909854,spurious dumping,类比倾销,,模拟倾销,国际企业组,2017-03-23
2909855,square off,轧平,,余额平衡；轧平,国际企业组,2017-03-23
2909856,stabilization of currency,通货稳定,,通货稳定,国际企业组,2017-03-23
2909857,stabilization of exchange rate,汇率稳定,,汇率稳定,国际企业组,2017-03-23
2909858,stabilization of export receipt,出口收入稳定,,出口收入稳定,国际企业组,2017-03-23
2909859,stabilization of foreign exchange,外汇稳定,,外汇稳定,国际企业组,2017-03-23
2909860,stable bond,稳定债券,,稳定债券,国际企业组,2017-03-23
2909861,stable but adjustable par value,稳定但可调整的平价,,稳定的但可调整的平价,国际企业组,2017-03-23
2909862,stable money,稳定货币,,稳定货币,国际企业组,2017-03-23
2909863,stage payment,分期付款,,分阶段支付,国际企业组,2017-03-23
2909864,stale bill of exchange,过期汇票,,过期汇票,国际企业组,2017-03-23
2909865,stale bill of lading,过期提单,,过期提单,国际企业组,2017-03-23
2909866,stale check,过期支票,,过期支票,国际企业组,2017-03-23
2909867,standard [currency] basket system,标准通货篮制度,,[国际货币基金组织]标准[货币]篮子方式,国际企业组,2017-03-23
2909868,standard arbitration clause,标准仲裁条款,,标准仲裁条款,国际企业组,2017-03-23
2909869,standard bill of lading,标准提单,,标准提单,国际企业组,2017-03-23
2909870,standard bullion,标准银块,,标准银块,国际企业组,2017-03-23
2909871,standard clause,标准条款,,标准条款,国际企业组,2017-03-23
2909872,standard coin,本位货币,,本位货币,国际企业组,2017-03-23
2909873,standard coinage,本位货币制度,,标准货币制度,国际企业组,2017-03-23
2909874,standard credit form,标准信用证格式,,标准信用证格式,国际企业组,2017-03-23
2909875,standard dollar,本位美元,,本位美元,国际企业组,2017-03-23
2909876,standard gold,标准成色黄金,,标准成色黄金,国际企业组,2017-03-23
2909877,standard interest rate,标准利率,,标准利率,国际企业组,2017-03-23
2909878,standard metal,本位金属,,本位金属,国际企业组,2017-03-23
2909879,standard monetary unit,标准货币单位,,标准货币单位,国际企业组,2017-03-23
2909880,standard money,本位货币,,标准货币,国际企业组,2017-03-23
2909881,standard policy,标准保险单,,标准保险单,国际企业组,2017-03-23
2909882,standard silver dollar,本位银元,,标准银元,国际企业组,2017-03-23
2909883,standard system,本位制,,本位制,国际企业组,2017-03-23
2909884,Standard＆Poor’s Composite Index,标准普尔综合指数,,标准普尔综合指数,国际企业组,2017-03-23
2909885,Standard＆Poor’s Stock Price Indexes,标准普尔股价指数,,标准普尔股价指数,国际企业组,2017-03-23
2909886,standby credit,备用信贷,,备用信贷,国际企业组,2017-03-23
2909887,standby credit arrangement,[国际货币基金组织]备用信贷协定,,[国际货币基金组织]备用信贷协定,国际企业组,2017-03-23
2909888,standby letter of credit {=standby L/C},担保信用状,,备用信用证,国际企业组,2017-03-23
2909889,staple merchandise trade,大宗物资贸易,,重要商品交易,国际企业组,2017-03-23
2909890,start-up loan,创业贷款,,启动贷款,国际企业组,2017-03-23
2909891,state and local bond,国家和地方政府债券,,国家和地方政府债券,国际企业组,2017-03-23
2909892,state bank,州法银行,,国家银行,国际企业组,2017-03-23
2909893,state bond,州债{美国}；国债{其他国家},,国债,国际企业组,2017-03-23
2909894,state currency sovereignty,国家货币主权,,国家货币主权,国际企业组,2017-03-23
2909895,state insurance,国家保险,,国家保险,国际企业组,2017-03-23
2909896,state monopoly of foreign trade,对外贸易国家垄断,,对外贸易国家垄断,国际企业组,2017-03-23
2909897,state subsidy,国家补贴,,国家补贴,国际企业组,2017-03-23
2909898,stateless currency,无国籍货币,,无国籍货币,国际企业组,2017-03-23
2909899,statement of acceptance[on cheque],[支票上的]承兑说明,,[支票上的]承兑申明,国际企业组,2017-03-23
2909900,statement of account,帐单,,账单,国际企业组,2017-03-23
2909901,Statement of Accounting Principle,会计原则说明书,,会计原则说明书,国际企业组,2017-03-23
2909902,statement of accumulated net income,累计净收益计算书,,累计净收益计算书,国际企业组,2017-03-23
2909903,statement of application of fund,资金运用表,,资金运用表,国际企业组,2017-03-23
2909904,Statement of Auditing Procedure,审计程序公报,,审计程序公报,国际企业组,2017-03-23
2909905,Statement of Basic Accounting Theory,基础会计理论说明书,,基础会计理论说明书,国际企业组,2017-03-23
2909906,statement of cash,现金收支表,,现金收支表,国际企业组,2017-03-23
2909907,statement of cash receipt and disbursement,现金收支表,,现金收支表,国际企业组,2017-03-23
2909908,statement of change in financial position,财务状况变动表,,财务状况变动表,国际企业组,2017-03-23
2909909,statement of change in working capital,流动资本变动表,,流动资本变动表,国际企业组,2017-03-23
2909910,statement of claim,索赔声明书,,索赔报告,国际企业组,2017-03-23
2909911,statement of claim in arbitration proceeding,仲裁程式中提出的索赔申请,,仲裁程序中提出的索赔申请,国际企业组,2017-03-23
2909912,statement of deficit,亏损表,,亏损表,国际企业组,2017-03-23
2909913,statement of development credit,开发信贷报表,,开发信贷报表,国际企业组,2017-03-23
2909914,statement of estimated application of fund,预算资金运用表,,预算资金运用表,国际企业组,2017-03-23
2909915,statement of expense,费用清单,,费用清单,国际企业组,2017-03-23
2909916,Statement of Financial Accounting Concepts,财务会计概念公报,,财务会计概念公报,国际企业组,2017-03-23
2909917,statement of financial condition,财务状况表,,财务状况表,国际企业组,2017-03-23
2909918,statement of financial position,财务状况表,,财务状况表,国际企业组,2017-03-23
2909919,statement of general average,共同海损清算书,,共同海损理算书,国际企业组,2017-03-23
2909920,statement of income and expenditure,收支对照表,,收支对照表,国际企业组,2017-03-23
2909921,statement of income and retained earning,收益及保留盈余表,,收益及保留盈余表,国际企业组,2017-03-23
2909922,statement of loss and gain,损益表,,损益表,国际企业组,2017-03-23
2909923,statement of net worth,资本净值表,,资本净值表,国际企业组,2017-03-23
2909924,statement of operating earning,营业收益表,,营业收益表,国际企业组,2017-03-23
2909925,statement of operation,营业概况表,,经营情况表,国际企业组,2017-03-23
2909926,statement of profit and loss,损益表,,损益表,国际企业组,2017-03-23
2909927,statement of realization and liquidation,变现和清偿表,,变现和清偿表,国际企业组,2017-03-23
2909928,statement of receipt and disbursement of cash,现金收支表,,现金收支表,国际企业组,2017-03-23
2909929,statement of returned earning,留存盈余表,,留存盈余表,国际企业组,2017-03-23
2909930,statement of revenue and expenditure,收支对照表,,收支对照表,国际企业组,2017-03-23
2909931,statement of settlement,结算书,,结算书,国际企业组,2017-03-23
2909932,statement of surplus analysis,盈余分析表,,盈余分析表,国际企业组,2017-03-23
2909933,statement of working capital,营运资金表,,营运资金表,国际企业组,2017-03-23
2909934,statistics of trade,贸易统计,,贸易统计,国际企业组,2017-03-23
2909935,statutory arbitration,法定仲裁,,法定仲裁,国际企业组,2017-03-23
2909936,statutory capital,法定资本,,法定资本,国际企业组,2017-03-23
2909937,statutory ceiling,法定最高限额,,法定最高限额,国际企业组,2017-03-23
2909938,statutory mortgage,法定抵押,,法定抵押,国际企业组,2017-03-23
2909939,statutory reserve,法定准备,,法定准备,国际企业组,2017-03-23
2909940,statutory tariff,法定关税税率,,法定关税税率,国际企业组,2017-03-23
2909941,sterling,英镑,,英镑,国际企业组,2017-03-23
2909942,sterling area,英镑区,,英镑区,国际企业组,2017-03-23
2909943,sterling bill,英镑汇票,,英镑汇票,国际企业组,2017-03-23
2909944,sterling bloc,英镑集团,,英镑集团,国际企业组,2017-03-23
2909945,sterling bond,英镑债券,,英镑公债,国际企业组,2017-03-23
2909946,sterling certificate of deposit,英镑定存单,,英镑存款单,国际企业组,2017-03-23
2909947,sterling crisis,英镑危机,,英镑危机,国际企业组,2017-03-23
2909948,sterling exchange rate,英镑汇率,,英镑汇率,国际企业组,2017-03-23
2909949,sterling exchange standard system,英镑汇兑本位制,,英镑汇兑本位制,国际企业组,2017-03-23
2909950,sterling forward price,英镑远期价格,,英镑远期价格,国际企业组,2017-03-23
2909951,sterling gold,标准纯金,,标准纯金,国际企业组,2017-03-23
2909952,sterling parity,英镑平价,,英镑平价,国际企业组,2017-03-23
2909953,sterling-dollar cross rate,英镑—美元交叉汇率,,英镑—美元交叉汇率,国际企业组,2017-03-23
2909954,stipulated loss value,约定损失价值,,约定损失价值,国际企业组,2017-03-23
2909955,stipulated price,协定价格,,协定价格,国际企业组,2017-03-23
2909956,stipulation of equity ratio,股权比例规定,,股权比例规定,国际企业组,2017-03-23
2909958,stock appreciation right {=SAR},股票升值权利,,股票升值收益,国际企业组,2017-03-23
2909959,stock arbitrage,股票套利,,股票套利,国际企业组,2017-03-23
2909960,stock broker,证券经纪商,,证券经纪人,国际企业组,2017-03-23
2909961,stock broking firm,股票经纪商,,股票[代理]交易所,国际企业组,2017-03-23
2909962,stock certificate to bearer,无记名股票,,无记名股票,国际企业组,2017-03-23
2909963,stock cheque,股票汇票,,股票支票,国际企业组,2017-03-23
2909964,stock clearing,证券结算,,证券清算,国际企业组,2017-03-23
2909965,stock collateral loan,股票抵押贷款,,股票抵押贷款,国际企业组,2017-03-23
2909966,stock draft,股票汇票,,股票汇票,国际企业组,2017-03-23
2909968,stock exchange clearing house,证券交易结算公司,,证券交易清算公司,国际企业组,2017-03-23
2909969,Stock Exchange Compensation Fund,证券交易所补偿基金,,证券交易所补偿基金,国际企业组,2017-03-23
2909970,stock exchange daily official list,证券交易所每日牌价,,证券交易所每日牌价,国际企业组,2017-03-23
2909971,stock exchange firm,证券公司,,证券公司,国际企业组,2017-03-23
2909972,stock exchange index,股票交易指数,,股票交易指数,国际企业组,2017-03-23
2909973,stock exchange list,证券交易所牌价,,证券交易所牌价,国际企业组,2017-03-23
2909974,stock exchange price,证券交易价格,,证券交易价格,国际企业组,2017-03-23
2909975,stock exchange quotation,证券交易所报价单,,证券交易所报价单,国际企业组,2017-03-23
2909976,stock exchange settlement,证券交易结算,,证券交易清算,国际企业组,2017-03-23
2909977,stock exchange transaction,证券交易所交易,,证券交易所交易,国际企业组,2017-03-23
2909978,stock index,股票指数,,股票指数,国际企业组,2017-03-23
2909979,stock index arbitrage,股票指数套利,,股票指数套利,国际企业组,2017-03-23
2909980,stock index futures,股票指数期货,,股票指数期货,国际企业组,2017-03-23
2909981,stock investment,股票投资,,股票投资,国际企业组,2017-03-23
2909982,stock investment trust,股票投资信托,,股票投资信托,国际企业组,2017-03-23
2909983,stock loan,股票融资,,股票贷款,国际企业组,2017-03-23
2909984,stock market,股票市场,,股票市场,国际企业组,2017-03-23
2909985,stock market bubble,股票市场泡沫,,股票市场泡沫,国际企业组,2017-03-23
2909986,stock market credit,股票市场信用,,股票市场信用,国际企业组,2017-03-23
2909987,stock market index,证券市场指数,,证券市场指数,国际企业组,2017-03-23
2909988,stock of capital,股本,,股本,国际企业组,2017-03-23
2909989,stock option,股票选择权,,股票期权,国际企业组,2017-03-23
2909990,stock premium,股票溢价,,股票升水,国际企业组,2017-03-23
2909991,stock price,股票价格,,股票价格,国际企业组,2017-03-23
2909992,stock price index,股票价格指数,,股票价格指数,国际企业组,2017-03-23
2909993,stock redemption,股票赎回,,股份赎回,国际企业组,2017-03-23
2909994,stock repurchase agreement,股票附买回合约,,股票回购协议,国际企业组,2017-03-23
2909995,stock sale,存货销售,,股票销售,国际企业组,2017-03-23
2909997,stock transaction tax,证券交易税,,股票交易税,国际企业组,2017-03-23
2909998,stock transfer,过户,,股票转让,国际企业组,2017-03-23
2909999,stock transfer tax,股票转让税,,股票转让税,国际企业组,2017-03-23
2910000,stock trust certificate,股份信托证明,,股份信托证券,国际企业组,2017-03-23
2910001,stock with par value,面值股票,,面值股票,国际企业组,2017-03-23
2910003,stop payment,止付,,止付,国际企业组,2017-03-23
2910004,stop payment note,[支票]止付通知书,,[支票]止付通知书,国际企业组,2017-03-23
2910005,stop payment order,止付命令或通知,,止付命令或通知,国际企业组,2017-03-23
2910006,stop-gap loan,过渡性融资,,过渡性贷款,国际企业组,2017-03-23
2910007,straddle option,跨式选择权,,套购选择权,国际企业组,2017-03-23
2910008,straight arrival bill,直达汇票,,直达汇票,国际企业组,2017-03-23
2910009,straight bill,光票,,光票,国际企业组,2017-03-23
2910010,straight bill of lading {=straight B/L},记名提单,,记名提单,国际企业组,2017-03-23
2910011,straight credit,直接信用状,,直接信用证,国际企业组,2017-03-23
2910012,straight forward credit,直接信贷,,直接信贷,国际企业组,2017-03-23
2910013,straight investment,直接投资,,直接投资,国际企业组,2017-03-23
2910014,straight lease,直接租赁,,直接租赁,国际企业组,2017-03-23
2910015,straight loan,无担保贷款,,无担保贷款,国际企业组,2017-03-23
2910016,straight paper,无担保票据,,无担保票据,国际企业组,2017-03-23
2910017,strategic investment,策略性投资,,战略投资,国际企业组,2017-03-23
2910018,street call loan,短期通知贷款,,短期通知贷款,国际企业组,2017-03-23
2910019,street dealing,盘后交易,,场外交易,国际企业组,2017-03-23
2910020,strong currency,强势货币,,坚挺货币,国际企业组,2017-03-23
2910021,structure of interest rate,利率结构,,利率结构,国际企业组,2017-03-23
2910022,sub-bill of lading {=sub-B/L},提单副本,,提单副本,国际企业组,2017-03-23
2910023,sub-contract,分包,,转包合同,国际企业组,2017-03-23
2910024,subject to export license being obtained,以获得输出许可证为条件,,以获得出口许可证为条件,国际企业组,2017-03-23
2910025,subject to import license being obtained,以获得输入许可证为条件,,以获得进口许可证为条件,国际企业组,2017-03-23
2910026,subject to quota,以获得配额为条件,,以获取配额为条件,国际企业组,2017-03-23
2910027,subscription of government bond,认购政府债券,,认购政府债券,国际企业组,2017-03-23
2910028,subscription price,认购价格,,认购价格,国际企业组,2017-03-23
2910029,subscription quota,认购配额,,认缴份额,国际企业组,2017-03-23
2910030,subscription right,认股权,,认股权,国际企业组,2017-03-23
2910031,subsequent endorser,后续背书人,,后继背书人,国际企业组,2017-03-23
2910032,subsidiary coin,辅币,,辅币,国际企业组,2017-03-23
2910033,subsidiary credit,转开信用状,,从属信用证,国际企业组,2017-03-23
2910034,subsidiary export company,出口子公司,,附属出口公司,国际企业组,2017-03-23
2910035,subsidized export,出口补贴,,出口补贴,国际企业组,2017-03-23
2910036,subsidy,补贴,,补贴,国际企业组,2017-03-23
2910037,substitute money,代用货币,,代用货币,国际企业组,2017-03-23
2910038,substitute security,替代担保,,替代担保,国际企业组,2017-03-23
2910039,substitution obligation,替代公债,,替代公债,国际企业组,2017-03-23
2910040,successful bid,得标,,中标,国际企业组,2017-03-23
2910041,successful bidder,得标人,,中标人,国际企业组,2017-03-23
2910042,successive endorsement,连续背书,,后续背书,国际企业组,2017-03-23
2910043,summary indicator,综合指数,,综合指数,国际企业组,2017-03-23
2910044,supernational bank,跨国银行,,跨国银行,国际企业组,2017-03-23
2910045,supernational corporation,跨国公司,,跨国公司,国际企业组,2017-03-23
2910046,supershare,超级股份,,超级股票,国际企业组,2017-03-23
2910047,supplemental credit,追加信贷,,追加信贷,国际企业组,2017-03-23
2910048,supplemental tariff,追加关税税率表,,追加关税税率表,国际企业组,2017-03-23
2910049,supplementary bid,追加投标,,追加投标,国际企业组,2017-03-23
2910050,supplementary dividend,增发股息,,附加股息；增发股息,国际企业组,2017-03-23
2910051,supplementary financing,追加融资,,追加融资,国际企业组,2017-03-23
2910052,supplementary input,追加投入,,追加投入,国际企业组,2017-03-23
2910053,supplier’s credit,供应商信贷,,供应商信贷,国际企业组,2017-03-23
2910054,supplier’s invoice,供应商发票,,供货商发票,国际企业组,2017-03-23
2910055,supply analysis of international trade,国际贸易供给分析,,国际贸易供给分析,国际企业组,2017-03-23
2910056,surplus from stock redemption,股票赎回公积,,股票偿还盈余,国际企业组,2017-03-23
2910057,surrender foreign currency,结售外币,,交付外币,国际企业组,2017-03-23
2910058,surrender of bill of lading,提示提单；交付提单,,交付提单,国际企业组,2017-03-23
2910059,surrender of exchange,结汇,,结汇,国际企业组,2017-03-23
2910060,surtax on indirect import,间接进口附加税,,间接进口附加关税,国际企业组,2017-03-23
2910061,suspension of convertibility of dollar into gold,停止美元与黄金兑换,,停止美元与黄金兑换,国际企业组,2017-03-23
2910062,suspension of import,停止进口,,进口停止,国际企业组,2017-03-23
2910063,swap agreement,换汇协定,,互换货币协议,国际企业组,2017-03-23
2910064,swap arbitrage,换汇套利,,换汇套利,国际企业组,2017-03-23
2910065,swap cost,换汇成本,,互惠信贷成本,国际企业组,2017-03-23
2910066,swap credit,换汇信贷,,互惠信贷,国际企业组,2017-03-23
2910067,swap dealing,换汇交易,,掉期交易,国际企业组,2017-03-23
2910068,swap exchange guarantee,外汇调期保证,,外汇调期保证,国际企业组,2017-03-23
2910069,swap exchange transaction,[外汇期货和现货]换汇交易,,[外汇期货和现货]掉期交易,国际企业组,2017-03-23
2910070,swap facility,换汇业务,,套汇业务,国际企业组,2017-03-23
2910071,swap fund,互惠基金,,互惠基金,国际企业组,2017-03-23
2910072,swap line,换汇额度,,互换外汇限额,国际企业组,2017-03-23
2910073,swap market,换汇市场,,互换市场；外汇调期市场,国际企业组,2017-03-23
2910074,swap operation,换汇业务,,互惠信贷业务,国际企业组,2017-03-23
2910075,swap position,换汇部位,,互惠外汇头寸,国际企业组,2017-03-23
2910076,swap rate,换汇汇率,,换汇汇率,国际企业组,2017-03-23
2910077,swap trade,换汇交易,,互换交易,国际企业组,2017-03-23
2910078,swap transaction,换汇交易,,掉期交易,国际企业组,2017-03-23
2910079,switch trade,转手贸易,,转手贸易,国际企业组,2017-03-23
2910080,symmetallism,复本位制度,,金银混合本位制,国际企业组,2017-03-23
2910081,syndicate,企业集团,,辛迪加,国际企业组,2017-03-23
2910082,syndicate agreement,企业集团协议,,辛迪加协议,国际企业组,2017-03-23
2910083,syndicate bank,银行团,,银行团,国际企业组,2017-03-23
2910084,syndicate credit,联合信贷,,银团信贷,国际企业组,2017-03-23
2910086,syndicated loan,联合贷款,,联合贷款,国际企业组,2017-03-23
2910087,syndicated tender,联合投标,,联合投标,国际企业组,2017-03-23
2910088,system of customs guarantee,海关担保制度,,海关担保制度,国际企业组,2017-03-23
2910089,system of freely fluctuating exchange rate,自由浮动汇率制度,,自由浮动汇率制度,国际企业组,2017-03-23
2910090,system of licensing,许可证制度,,许可证制度,国际企业组,2017-03-23
2910091,system of multilateral trade commitment,多边贸易承诺制度,,多边贸易承诺制度,国际企业组,2017-03-23
2910092,system of quality certificate for export commodity,出口商品质量证明制度,,出口商品质量证明制度,国际企业组,2017-03-23
2910093,systematic dumping,有组织的倾销,,有组织的倾销,国际企业组,2017-03-23
2910094,take-over bid,收购投标,,购并递盘,国际企业组,2017-03-23
2910095,tangible goods trade,有形商品贸易,,有形商品贸易,国际企业组,2017-03-23
2910096,target investment,投资目标,,定向投资,国际企业组,2017-03-23
2910098,target price,目标价格,,目标价格,国际企业组,2017-03-23
2910099,tariff,关税,,关税,国际企业组,2017-03-23
2910100,tariff act,关税法,,关税法,国际企业组,2017-03-23
2910101,tariff agreement,关税协定,,关税协定,国际企业组,2017-03-23
2910102,tariff alliance,关税联盟,,关税联盟,国际企业组,2017-03-23
2910103,tariff autonomy,关税自主[权],,关税自主[权],国际企业组,2017-03-23
2910104,tariff barrier,关税壁垒,,关税壁垒,国际企业组,2017-03-23
2910105,tariff diminution,关税减让,,关税减让,国际企业组,2017-03-23
2910106,tariff effect,关税效应,,关税效应,国际企业组,2017-03-23
2910107,tariff factory,保税工厂,,关税工厂,国际企业组,2017-03-23
2910108,tariff nomenclature,税则目录,,税则目录,国际企业组,2017-03-23
2910109,tariff policy,关税政策,,关税政策,国际企业组,2017-03-23
2910110,tariff protect,关税保护,,关税保护,国际企业组,2017-03-23
2910111,tariff quota,关税配额,,关税定额,国际企业组,2017-03-23
2910112,tariff rate,关税率,,关税率,国际企业组,2017-03-23
2910113,tariff structure,关税结构,,关税结构,国际企业组,2017-03-23
2910114,tariff war,关税战争,,关税战,国际企业组,2017-03-23
2910115,tariff-free zone,免税区,,自由关税区,国际企业组,2017-03-23
2910116,tax abatement,减税,,减税,国际企业组,2017-03-23
2910117,tax anticipation bill {=TABs},先期交税债券,,先期交税债券,国际企业组,2017-03-23
2910118,tax anticipation note {=TANs},预期税捐本票；赋税抵偿债券,,先期付税票据,国际企业组,2017-03-23
2910119,tax avoidance,避税,,避税,国际企业组,2017-03-23
2910120,tax base,税基,,课税标准,国际企业组,2017-03-23
2910121,tax bearing,租税负担,,税收负担,国际企业组,2017-03-23
2910122,tax bearing capacity,税负能力,,税负能力,国际企业组,2017-03-23
2910123,tax bearing rate,税负率,,税负率,国际企业组,2017-03-23
2910124,tax bill,税单,,征税单,国际企业组,2017-03-23
2910125,tax break,减税,,减税,国际企业组,2017-03-23
2910126,tax collection,征税,,征税,国际企业组,2017-03-23
2910127,tax criterion,课税标准,,课税标准,国际企业组,2017-03-23
2910128,tax deferral,递延纳税,,延期纳税,国际企业组,2017-03-23
2910129,tax demand,核定税款,,核定税款,国际企业组,2017-03-23
2910130,tax due,应付税款,,应付税金,国际企业组,2017-03-23
2910131,tax equity,税赋权益融资,,课税公平,国际企业组,2017-03-23
2910132,tax evasion,逃税,,逃税,国际企业组,2017-03-23
2910133,tax exclusion,租税豁免,,税收豁免,国际企业组,2017-03-23
2910134,tax exempt security,租税减免证券,,税收减免证券,国际企业组,2017-03-23
2910135,tax exemption,免税,,税收减免,国际企业组,2017-03-23
2910136,tax exemption system,免税制度,,免税制度,国际企业组,2017-03-23
2910137,tax paper,纳税通知书,,纳税通知书,国际企业组,2017-03-23
2910138,tax payable,应付税款,,应付税款,国际企业组,2017-03-23
2910139,tax rate,税率,,税率,国际企业组,2017-03-23
2910140,tax reduction,减税,,税额减免,国际企业组,2017-03-23
2910141,tax refund,退税,,退税,国际企业组,2017-03-23
2910142,tax relief bond,减税债券,,减税债券,国际企业组,2017-03-23
2910143,tax saving note,纳税储蓄债券,,纳税储蓄债券,国际企业组,2017-03-23
2910144,tax sparing credit,免税信贷,,免税信贷,国际企业组,2017-03-23
2910145,tax-free article,免税品,,非课税品,国际企业组,2017-03-23
2910146,tax-free bond,免税公债,,免债公债,国际企业组,2017-03-23
2910147,tax-free certificate,免税证明,,免税证明,国际企业组,2017-03-23
2910148,tax-free export,免税出口货物,,免税出口货物,国际企业组,2017-03-23
2910149,tax-free import,免税进口货物,,免税进口货物,国际企业组,2017-03-23
2910150,tax-free investment,免税投资,,免税投资,国际企业组,2017-03-23
2910151,tax-free trade zone,免税贸易区,,免税贸易区,国际企业组,2017-03-23
2910152,tax-free transaction,免税交易,,免税交易,国际企业组,2017-03-23
2910153,technical arbitration,技术性仲裁,,技术性仲裁,国际企业组,2017-03-23
2910154,technical assistance,技术援助,,技术援助,国际企业组,2017-03-23
2910155,technical assistance contract,技术援助合约,,技术援助契约,国际企业组,2017-03-23
2910156,technical assistance fund,技术援助基金,,技术援助基金,国际企业组,2017-03-23
2910157,technical assistance in trade promotion,促进贸易的技术援助,,促进贸易的技术援助,国际企业组,2017-03-23
2910158,technical barrier,技术性障碍,,技术性贸易壁垒,国际企业组,2017-03-23
2910159,technical betterment,技术改进,,技术改造,国际企业组,2017-03-23
2910160,technical cooperation,技术合作,,技术合作,国际企业组,2017-03-23
2910161,technical cooperation input,技术合作投入,,技术合作投入,国际企业组,2017-03-23
2910162,technical exchange,技术交换,,技术交换,国际企业组,2017-03-23
2910163,technical expense,技术支出,,技术性支出,国际企业组,2017-03-23
2910164,technical fee,技术费用,,技术费用,国际企业组,2017-03-23
2910165,technical invention,技术发明；技术创新,,①技术发明 ②技术创新,国际企业组,2017-03-23
2910166,technical monopoly,技术专利,,技术专利,国际企业组,2017-03-23
2910167,technical qualitative evaluation,技术质量鉴定,,技术质量鉴定,国际企业组,2017-03-23
2910168,technical service,技术服务,,技术服务,国际企业组,2017-03-23
2910170,technical standard,技术标准,,技术标准,国际企业组,2017-03-23
2910171,technical structure,技术结构,,技术结构,国际企业组,2017-03-23
2910172,technical total loss,推定全损,,推定全损,国际企业组,2017-03-23
2910173,technical visa,技术签证,,技术签证,国际企业组,2017-03-23
2910174,technological coefficient,技术系数,,技术系数,国际企业组,2017-03-23
2910175,technological consultancy,技术咨询,,技术咨询,国际企业组,2017-03-23
2910176,technological development,技术开发,,技术开发,国际企业组,2017-03-23
2910177,technological infrastructure,技术基础结构,,技术基础结构,国际企业组,2017-03-23
2910179,technological package,一整套技术,,一整套技术,国际企业组,2017-03-23
2910180,technological progress,技术进步,,技术进步,国际企业组,2017-03-23
2910181,technological superiority,技术优势,,技术优势,国际企业组,2017-03-23
2910182,technological transformation,技术转型,,技术改造,国际企业组,2017-03-23
2910184,technology acquisition and development,技术引进和发展,,技术引进和发展,国际企业组,2017-03-23
2910185,technology assessment,技术评估,,技术评估,国际企业组,2017-03-23
2910186,technology cooperation,技术合作,,技术合作,国际企业组,2017-03-23
2910188,technology intensive,技术密集,,技术密集型,国际企业组,2017-03-23
2910189,technology intensive industry,技术密集产业,,技术密集型产业,国际企业组,2017-03-23
2910190,technology intensive product,技术密集型产品,,技术密集型产品,国际企业组,2017-03-23
2910191,technology investment,技术投资,,技术投资,国际企业组,2017-03-23
2910192,technology market,技术市场,,技术市场,国际企业组,2017-03-23
2910193,technology revolution,技术革命,,技术革命,国际企业组,2017-03-23
2910194,technology trading union,技术贸易同盟,,技术贸易同盟,国际企业组,2017-03-23
2910195,technology transfer,技术移转,,技术转让,国际企业组,2017-03-23
2910196,technology transfer agreement,技术移转协议,,技术转让协议,国际企业组,2017-03-23
2910197,technology transfer patent,技术移转专利权,,技术转让专利权,国际企业组,2017-03-23
2910198,telegraphic money order,电汇汇票,,电汇汇票,国际企业组,2017-03-23
2910199,telegraphic transfer {=T/T;TT},电汇,,电汇,国际企业组,2017-03-23
2910200,telegraphic transfer bought,买入电汇,,买入电汇,国际企业组,2017-03-23
2910201,telegraphic transfer buying rate,电汇买进汇率,,电汇买进汇率,国际企业组,2017-03-23
2910202,telegraphic transfer payable,应付电汇,,应付电汇,国际企业组,2017-03-23
2910203,telegraphic transfer rate,电汇汇率,,电汇汇率,国际企业组,2017-03-23
2910204,telegraphic transfer receivable,应收电汇,,应收电汇,国际企业组,2017-03-23
2910205,telegraphic transfer selling rate,电汇卖出汇率,,电汇卖出汇率,国际企业组,2017-03-23
