ID,英文名稱,中文名稱,圖片,備註,更新日期
3366549,infertility,不孕,,,2018-03-21
3366550,influence,影响；影响力,,,2018-03-21
3366551,informal economy,非正式经济,,,2018-03-21
3366552,informal group,非正式团体,,,2018-03-21
3366553,informal organization,非正式组织,,,2018-03-21
3366554,informal sector,非正式部门,,,2018-03-21
3366555,informal social control,非正式社会控制,,,2018-03-21
3366556,informant,报导人；消息来源；线民,,,2018-03-21
3366557,information explosion,资讯爆炸,,,2018-03-21
3366558,information flow,资讯流,,,2018-03-21
3366559,information overload,资讯超荷,,,2018-03-21
3366560,information processing,资讯处理,,,2018-03-21
3366561,information society,资讯社会,,,2018-03-21
3366562,information theory,资讯理论,,,2018-03-21
3366563,information underload,资讯短缺,,,2018-03-21
3366564,informed consent,告知同意,,,2018-03-21
3366565,infrastructure,下层建筑；下层结构；基础结构；基盘结构,,,2018-03-21
3366566,inheritance,继承,,,2018-03-21
3366567,initial action,初始行动,,,2018-03-21
3366568,initial ceremony,始入仪式,,,2018-03-21
3366569,injustice,不公义；不正义,,,2018-03-21
3366570,inmate,院民；被收容人；狱友,,,2018-03-21
3366571,inner city,内城区,,,2018-03-21
3366572,inner time,内在时间,,,2018-03-21
3366573,inner-directedness,内在导向,,,2018-03-21
3366574,inner-worldly asceticism,现世制欲主义；入世制欲主义,,,2018-03-21
3366575,insanity,疯癫,,,2018-03-21
3366576,instinct,本能,,,2018-03-21
3366577,instinct of workmanship,手艺本能；劳作本能,,,2018-03-21
3366578,institution,制度；机构,,,2018-03-21
3366579,institutional care,院内照护,,,2018-03-21
3366580,institutional deviance,制度性偏差,,,2018-03-21
3366581,institutional discrimination,制度性歧视,,,2018-03-21
3366582,institutional environment,制度环境,,,2018-03-21
3366583,institutional racism,制度性种族主义,,,2018-03-21
3366584,institutional religion,制度性宗教,,,2018-03-21
3366585,Institutional Review Boards {=IRB},研究伦理审查会,,,2018-03-21
3366586,institutionalization,制度化；机构化：机构收容,,,2018-03-21
3366587,instrumental rationality,工具理性,,,2018-03-21
3366588,instrumental role,工具角色,,,2018-03-21
3366589,instrumental variable,工具变项；工具变数,,,2018-03-21
3366590,integration,整合,,,2018-03-21
3366591,intellectual,知识分子；知识人,,,2018-03-21
3366592,intellectual class,知识阶级,,,2018-03-21
3366593,intellectualism,唯智论,,,2018-03-21
3366594,intelligentsia,知识阶层；智识界,,,2018-03-21
3366595,inter-generation mobility,代间流动,,,2018-03-21
3366596,inter-observer reliability,观察者间信度,,,2018-03-21
3366597,interaction,互动；交互作用,,,2018-03-21
3366598,interaction effect,交互作用效应,,,2018-03-21
3366599,interaction process analysis,互动过程分析,,,2018-03-21
3366600,intercept,截距,,,2018-03-21
3366601,interdependence,互赖,,,2018-03-21
3366602,interdependent variable,互赖变项；互赖变数,,,2018-03-21
3366603,interest,兴趣,,,2018-03-21
3366604,interest group,利益团体,,,2018-03-21
3366605,interests,利益；旨趣,,,2018-03-21
3366606,interlocking directorate,董监跨座,,,2018-03-21
3366607,intermarriage,通婚,,,2018-03-21
3366608,intermediate class,中介阶级,,,2018-03-21
3366609,intermediate variable,中介变项；中介变数,,,2018-03-21
3366610,intermixture of races,种族混杂,,,2018-03-21
3366611,internal attribution,内部归因,,,2018-03-21
3366612,internal colonialism,内部殖民主义；内部殖民,,,2018-03-21
3366613,internal labor market,内部劳动市场,,,2018-03-21
3366614,internalization,内化,,,2018-03-21
3366615,international migration,国际移民,,,2018-03-21
3366616,international organization,国际组织,,,2018-03-21
3366617,international stratification,国际阶层化,,,2018-03-21
3366618,internationalism,国际主义,,,2018-03-21
3366619,interpenetration,相互渗透,,,2018-03-21
3366620,interpersonal attraction,人际吸引,,,2018-03-21
3366621,interpersonal comparison,人际比较,,,2018-03-21
3366622,interpretation,诠释,,,2018-03-21
3366623,interpretative sociology,诠释社会学,,,2018-03-21
3366624,interpreter,诠释者,,,2018-03-21
3366625,interracial fusion,种族融合,,,2018-03-21
3366626,interspersed question,分插问题,,,2018-03-21
3366627,intersubjectivity,互为主体性；主体间性,,,2018-03-21
3366628,intertextuality,互文性,,,2018-03-21
3366629,interval estimate,区间估计值,,,2018-03-21
3366630,interval estimation,区间估计,,,2018-03-21
3366631,interval scale,等距尺度；区间尺度,,,2018-03-21
3366632,intervening variable,中介变项；中介变数,,,2018-03-21
3366633,intervention,干涉,,,2018-03-21
3366634,interview,访谈；面谈,,,2018-03-21
3366635,interview effect,访谈效应,,,2018-03-21
3366636,interview method,访问方法,,,2018-03-21
3366637,interviewer bias,访员误差,,,2018-03-21
3366638,interviewer effect,访员效应；访谈者效应,,,2018-03-21
3366639,intimacy,亲密；亲密性；亲密关系,,,2018-03-21
3366640,intra-class correlation coefficient,组内相关系数,,,2018-03-21
3366641,intra-generational mobility,代内流动,,,2018-03-21
3366642,intra-observer reliability,观察者内信度,,,2018-03-21
3366643,intrinsic birth rate,稳定出生率；内在出生率,,,2018-03-21
3366644,intrinsic death rate,稳定死亡率；内在死亡率,,,2018-03-21
3366645,invasion,侵入,,,2018-03-21
3366646,invisible religion,看不见的宗教；隐形宗教；无形宗教,,,2018-03-21
3366647,involuntary group,非志愿团体,,,2018-03-21
3366648,involuntary segregation,非自愿隔离,,,2018-03-21
3366649,involuntary sterility,非自愿绝育,,,2018-03-21
3366650,involuntary unemployment,非自愿性失业,,,2018-03-21
3366651,iron law of oligarchy,寡头铁律,,,2018-03-21
3366652,irreversibility,不可逆性,,,2018-03-21
3366653,item analysis,项目分析,,,2018-03-21
3366654,iteration,迭代,,,2018-03-21
3366655,j-curve theory,j曲线理论,,,2018-03-21
3366656,jealousy,嫉妒,,,2018-03-21
3366657,job people mismatch,人职失调,,,2018-03-21
3366658,joint family,联合家庭,,,2018-03-21
3366659,joint venture,合资经营,,,2018-03-21
3366660,joking relationship,玩笑关系；戏谑关系,,,2018-03-21
3366661,judgemental sampling,判断抽样,,,2018-03-21
3366662,junior right,幼子继承权,,,2018-03-21
3366663,jurisdiction,司法权；管辖权,,,2018-03-21
3366664,just-in-time system,即时系统,,,2018-03-21
3366665,justice,公义；正义,,,2018-03-21
3366666,juvenile court,青少年法庭,,,2018-03-21
3366667,juvenile delinquency,青少年犯罪；青少年非行；青少年不良行为,,,2018-03-21
3366668,kap survey,知识、态度、行为调查,,,2018-03-21
3366669,Keynesian welfare state,凯因斯福利国家,,,2018-03-21
3366670,kibbutzim,基布兹；团体农场,,,2018-03-21
3366671,kinship,亲属,,,2018-03-21
3366672,kinship group,亲属团体,,,2018-03-21
3366673,kinship system,亲属体系,,,2018-03-21
3366674,knowledge at hand,手边的知识,,,2018-03-21
3366675,knowledge gap,知识落差,,,2018-03-21
3366676,knowledge-constitutive interests,知识构成旨趣,,,2018-03-21
3366677,labeling,贴标签；标签化,,,2018-03-21
3366678,labeling theory,标签理论,,,2018-03-21
3366679,labor,劳工；劳力；劳动,,,2018-03-21
3366680,labor aristocracy,劳工贵族,,,2018-03-21
3366681,labor class,劳工阶级,,,2018-03-21
3366682,labor force,劳动力,,,2018-03-21
3366683,labor force participation rate,劳动参与率,,,2018-03-21
3366684,labor force population,劳动力人口,,,2018-03-21
3366685,labor insurance,劳工保险,,,2018-03-21
3366686,labor intensive industry,劳力密集工业,,,2018-03-21
3366687,labor market,劳力市场；劳动市场,,,2018-03-21
3366688,labor market segmentation,劳动市场区隔,,,2018-03-21
3366689,labor movement,劳工运动,,,2018-03-21
3366690,labor organization,劳工组织,,,2018-03-21
3366691,labor process,劳动过程,,,2018-03-21
3366692,labor theory of value,劳动价值论,,,2018-03-21
3366693,labor time,劳动时间,,,2018-03-21
3366694,labor turn-over,劳工流动率,,,2018-03-21
3366695,labor union,工会,,,2018-03-21
3366696,laboring class,劳动阶级；劳工阶级,,,2018-03-21
3366697,laissez-faire,自由放任,,,2018-03-21
3366698,laissez-faire doctrine,自由放任学说,,,2018-03-21
3366699,land tenure,土地租佃,,,2018-03-21
3366700,large sample,大样本,,,2018-03-21
3366701,larithmics,人口计量学,,,2018-03-21
3366702,late capitalism,晚期资本主义,,,2018-03-21
3366703,late development advantage,后进优势,,,2018-03-21
3366704,latecomer,后进者,,,2018-03-21
3366705,latency,潜在性；潜势,,,2018-03-21
3366706,latent function,隐性功能,,,2018-03-21
3366707,latent variable,隐性变项,,,2018-03-21
3366708,latifundia,大领地,,,2018-03-21
3366709,law of diminishing returns,报酬递减率,,,2018-03-21
3366710,law of large numbers,大数法则,,,2018-03-21
3366711,law of three stages,三阶段定律,,,2018-03-21
3366712,leadership,领导；领导才能,,,2018-03-21
3366713,leading question,引导式问题；诱导式问题,,,2018-03-21
3366714,lean production,精实生产,,,2018-03-21
3366715,learned helplessness,习得的无助,,,2018-03-21
3366716,least-squares estimate,最小平方估计,,,2018-03-21
3366717,least-squares estimator,最小平方估计式,,,2018-03-21
3366718,legal-rational authority,法理型权威,,,2018-03-21
3366719,legal-rational domination,法理型支配,,,2018-03-21
3366720,legitimacy,正当性；合法性,,,2018-03-21
3366721,legitimate power,合法权力；正当权力,,,2018-03-21
3366722,legitimation crisis,合法性危机；正当性危机,,,2018-03-21
3366723,leisure,休闲,,,2018-03-21
3366724,leisure class,有闲阶级,,,2018-03-21
3366725,leisure industry,休闲产业,,,2018-03-21
3366726,leninism,列宁主义,,,2018-03-21
3366727,leninist party,列宁式政党,,,2018-03-21
3366728,lesbian,女同性恋者；女同志,,,2018-03-21
3366729,lesbian studies,女同性恋研究,,,2018-03-21
3366730,level of aspiration,抱负水准,,,2018-03-21
3366731,level of significance,显著水准,,,2018-03-21
3366732,level of tolerance,耐受度,,,2018-03-21
3366733,levels of analysis,分析层次,,,2018-03-21
3366734,lgbt movement,lgbt权运动,,,2018-03-21
3366735,liberal feminism,自由主义女性主义,,,2018-03-21
3366736,liberalism,自由主义,,,2018-03-21
3366737,liberation theology,解放神学,,,2018-03-21
3366738,libido,利比多；原欲,,,2018-03-21
3366739,life chance,生命机会,,,2018-03-21
3366740,life course,生命历程,,,2018-03-21
3366741,life cycle,生命循环；生命周期,,,2018-03-21
3366742,life cycle theory,生命周期理论,,,2018-03-21
3366743,life event,生命事件,,,2018-03-21
3366744,life expectancy,平均余命；预期寿命,,,2018-03-21
3366745,life expectancy at birth,出生时平均余命；出生时平均寿命,,,2018-03-21
3366746,life expectation,平均余命；平均寿命,,,2018-03-21
3366747,life history,生命史,,,2018-03-21
3366748,life span,寿命,,,2018-03-21
3366749,life style,生活风格；生活样式,,,2018-03-21
3366750,life table,生命表,,,2018-03-21
3366751,life world,生活世界,,,2018-03-21
3366752,life-course,生命历程,,,2018-03-21
3366753,life-cycle,生命循环；生命周期,,,2018-03-21
3366754,life-expectancy,平均余命；预期寿命,,,2018-03-21
3366755,life-style,生活风格；生活样式,,,2018-03-21
3366756,life-world,生活世界,,,2018-03-21
3366757,lifestyle,生活风格；生活样式,,,2018-03-21
3366758,lifeworld,生活世界,,,2018-03-21
3366759,likelihood ratio,概似率,,,2018-03-21
3366760,likelihood ratio test,概似率检定,,,2018-03-21
3366761,likert scale,李克特量表,,,2018-03-21
3366762,liminality,阈限,,,2018-03-21
3366763,line and staff,直属和幕僚,,,2018-03-21
3366764,line of command,指挥线,,,2018-03-21
3366765,linear regression,线性回归,,,2018-03-21
3366766,linguistic approach,语言学取向,,,2018-03-21
3366767,linguistic minority,语言少数团体,,,2018-03-21
3366768,linguistic relativity,语言相对性,,,2018-03-21
3366769,linguistic relativity hypothesis,语言相对性假设,,,2018-03-21
3366770,linguistic turn,语言学转向,,,2018-03-21
3366771,liquidity,液态性,,,2018-03-21
3366772,list-wise deletion,成批删除；表列删除,,,2018-03-21
3366773,listwise deletion,表列删除；成批删除,,,2018-03-21
3366774,literacy,识读；识辨能力；读写能力；识字,,,2018-03-21
3366775,literacy rate,识字率,,,2018-03-21
3366776,literature review,文献回顾；文献检阅,,,2018-03-21
3366777,little tradition,小传统,,,2018-03-21
3366778,livable wage,生存工资,,,2018-03-21
3366779,live birth,活产,,,2018-03-21
3366780,lived experience,活生生的经验；亲身经验,,,2018-03-21
3366781,living wage,生活工资,,,2018-03-21
3366782,local community,地方社群；地方共同体,,,2018-03-21
3366783,local labor market,本地劳动市场,,,2018-03-21
3366784,local politics,地方政治,,,2018-03-21
3366785,localism,地方主义,,,2018-03-21
3366786,localization,在地化；局部化,,,2018-03-21
3366787,lockout,锁厂,,,2018-03-21
3366788,logical action,合逻辑的行动,,,2018-03-21
3366789,logical positivism,逻辑实证论,,,2018-03-21
3366790,logistic curve,罗吉斯曲线；逻辑曲线,,,2018-03-21
3366791,loglinear analysis,对数线性分析,,,2018-03-21
3366792,logocentrism,逻各斯中心主义,,,2018-03-21
3366793,lonely crowd,寂寞的群众,,,2018-03-21
3366794,longevity,寿命,,,2018-03-21
3366795,longitudinal analysis,贯时分析；长期资料分析,,,2018-03-21
3366796,longitudinal study,追踪研究；贯时性研究,,,2018-03-21
3366797,longitudinal survey,追踪调查；贯时性调查,,,2018-03-21
3366798,longue durée,长时段,,,2018-03-21
3366799,looking-glass self,镜中自我；镜我,,,2018-03-21
3366800,low-inference descriptions,低推论描述,,,2018-03-21
3366801,low-inference descriptors,低推论描述,,,2018-03-21
3366802,lucutionary act,以言指事,,,2018-03-21
3366803,ludus,游戏爱,,,2018-03-21
3366804,lumpenproletariat,流氓无产阶级,,,2018-03-21
3366805,lynching,私刑,,,2018-03-21
3366806,machine politics,党机器政治,,,2018-03-21
3366807,macrosociology,巨观社会学,,,2018-03-21
3366808,madness,疯癫,,,2018-03-21
3366809,magic,巫术,,,2018-03-21
3366810,magical faith,巫术信仰,,,2018-03-21
3366811,magician,巫师,,,2018-03-21
3366812,mail questionnaire[s],邮寄问卷,,,2018-03-21
3366813,mailing questionnaire,邮寄问卷,,,2018-03-21
3366814,main effect,主要效果,,,2018-03-21
3366815,maintenance mores,生存民德,,,2018-03-21
3366816,majority rule,多数统治；多数决,,,2018-03-21
3366817,male chauvinism,男性沙文主义,,,2018-03-21
3366818,male gaze,男性凝视,,,2018-03-21
3366819,malestream sociology,男流社会学,,,2018-03-21
3366820,malpractice,执业过失,,,2018-03-21
3366821,malthusian theory,马尔萨斯理论,,,2018-03-21
3366822,malthusianism,马尔萨斯主义,,,2018-03-21
3366823,man-land ratio,人地比,,,2018-03-21
3366824,mana,玛那；灵力,,,2018-03-21
3366825,managed care,管控的医疗照护 {美国},,,2018-03-21
3366826,managerial class,管理阶级,,,2018-03-21
3366827,managerial revolution,管理革命,,,2018-03-21
3366828,mancova,多变量共变数分析,,,2018-03-21
3366829,mandate of heaven,天命,,,2018-03-21
3366830,mania,狂热；疯狂爱,,,2018-03-21
3366831,manifest function,显性功能,,,2018-03-21
3366832,manor,采邑,,,2018-03-21
3366833,manorial system,采邑制；庄园制,,,2018-03-21
3366834,manova,多变量变异数分析；多元变异数分析,,,2018-03-21
3366835,manual labor,体力劳动；体力劳工,,,2018-03-21
3366836,manual laborer,粗工；体力劳动者,,,2018-03-21
3366837,manual work,体力工作；劳力工作,,,2018-03-21
3366838,maoism,毛泽东主义；毛泽东思想,,,2018-03-21
3366839,margin of error,误差范围,,,2018-03-21
3366840,marginal man,边缘人,,,2018-03-21
3366841,marginalized masculinity,边缘型阳刚气质；边缘型男性特质,,,2018-03-21
3366842,marital disintegration,婚姻解体,,,2018-03-21
3366843,marital fertility rate,有偶妇女生育率,,,2018-03-21
3366844,marital mobility,凭婚流动,,,2018-03-21
3366845,market economy,市场经济,,,2018-03-21
3366846,market failure,市场失灵,,,2018-03-21
3366847,market socialism,市场社会主义,,,2018-03-21
3366848,market society,市场社会,,,2018-03-21
3366849,market system,市场制度；市场体系,,,2018-03-21
3366850,marketization,市场化,,,2018-03-21
3366851,marriage by capture,掠夺婚,,,2018-03-21
3366852,marriage by exchange,交换婚,,,2018-03-21
3366853,marriage by purchase,买卖婚,,,2018-03-21
3366854,marriage gradient,婚姻斜率,,,2018-03-21
3366855,marriage market,婚姻市场,,,2018-03-21
3366856,marriage rate,结婚率,,,2018-03-21
3366857,marxism,马克思主义,,,2018-03-21
3366858,Marxist feminism,马克思主义女性主义,,,2018-03-21
3366859,marxist sociology,马克思主义社会学,,,2018-03-21
3366860,masculinity,男性特质；阳刚特质；阳刚气质,,,2018-03-21
3366861,mashup,混搭,,,2018-03-21
3366862,masochism,受虐癖；受虐狂,,,2018-03-21
3366863,mass,大众；群众,,,2018-03-21
3366864,mass communication,大众传播,,,2018-03-21
3366865,mass consumption,大众消费,,,2018-03-21
3366866,mass culture,大众文化,,,2018-03-21
3366867,mass democracy,大众民主,,,2018-03-21
3366868,mass hysteria,大众歇斯底里,,,2018-03-21
3366869,mass leisure,大众休闲,,,2018-03-21
3366870,mass media,大众媒体；大众传媒,,,2018-03-21
3366871,mass movement,群众运动,,,2018-03-21
3366872,mass persuasion,大众说服,,,2018-03-21
3366873,mass production,大量生产,,,2018-03-21
3366874,mass society,大众社会,,,2018-03-21
3366875,masses,大众,,,2018-03-21
3366876,mate selection,择偶,,,2018-03-21
3366877,material culture,物质文化,,,2018-03-21
3366878,material labor,物质劳动,,,2018-03-21
3366879,materialism,唯物论,,,2018-03-21
3366880,materialist conception of history,唯物史观,,,2018-03-21
3366881,materialist feminism,唯物主义女性主义,,,2018-03-21
3366882,materialistic interpretation of history,唯物史观,,,2018-03-21
3366883,maternal age,母亲产龄,,,2018-03-21
3366884,maternal behavior,母性行为,,,2018-03-21
3366885,maternal deprivation,母亲剥夺；母性剥夺,,,2018-03-21
3366886,maternal imperialism,母性帝国主义,,,2018-03-21
3366887,maternal instinct,母性本能,,,2018-03-21
3366888,maternal mortality rate,产妇死亡率,,,2018-03-21
3366889,maternal right,母亲权,,,2018-03-21
3366890,maternity,母性,,,2018-03-21
3366891,maternity pension,生育津贴,,,2018-03-21
3366892,mathematical sociology,数理社会学,,,2018-03-21
3366893,mating gradient,择偶倾度,,,2018-03-21
3366894,matriarchal family,母权家庭,,,2018-03-21
3366895,matriarchal theory,母权论,,,2018-03-21
3366896,matriarchate,母治,,,2018-03-21
3366897,matriarchy,母权制,,,2018-03-21
3366898,matricentric family,母主家庭,,,2018-03-21
3366899,matrifocal family,母持家庭,,,2018-03-21
3366900,matrilineal,母系,,,2018-03-21
3366901,matrilocal,从妻居,,,2018-03-21
3366902,matrimonial institution,婚姻制度,,,2018-03-21
3366903,matrix of domination,支配矩阵；宰制矩阵,,,2018-03-21
3366904,Matthew effect,马太效应；锦上添花效应,,,2018-03-21
3366905,maximum likelihood estimate,最大概似估计,,,2018-03-21
3366906,maximum likelihood method,最大概似法,,,2018-03-21
3366907,McDonaldization,麦当劳化,,,2018-03-21
3366908,me,客我,,,2018-03-21
3366909,mean,平均数；均数,,,2018-03-21
3366910,mean age at first marriage,平均初婚年龄,,,2018-03-21
3366911,mean square error,均方误,,,2018-03-21
3366912,mean square within,组内均和,,,2018-03-21
3366913,meaning,意义,,,2018-03-21
3366914,meaning making,意义制造,,,2018-03-21
3366915,means of production,生产工具,,,2018-03-21
3366916,means test,资产调查,,,2018-03-21
3366917,measurement,测量,,,2018-03-21
3366918,measurement error,测量误差,,,2018-03-21
3366919,measurement scale,测量尺度,,,2018-03-21
3366920,mechanical solidarity,机械连带,,,2018-03-21
3366921,mechanism,机制,,,2018-03-21
3366922,media culture,媒介文化；媒体文化,,,2018-03-21
3366923,media event,媒介事件,,,2018-03-21
3366924,media imperialism,媒介帝国主义；媒体帝国主义,,,2018-03-21
3366925,median,中数；中位数,,,2018-03-21
3366926,mediascape,媒景,,,2018-03-21
3366927,mediation,调解；中介,,,2018-03-21
3366928,medicaid,低收入医疗补助保险 {美国官办},,,2018-03-21
3366929,medical gaze,医疗凝视,,,2018-03-21
3366930,medicalization,医疗化,,,2018-03-21
3366931,medicalization of deviance,偏差行为医疗化,,,2018-03-21
3366932,medicare,老人医疗保险 {美国官办},,,2018-03-21
3366933,megacity,巨型城市,,,2018-03-21
3366934,megalopolis,巨型都会,,,2018-03-21
3366935,melting pot,民族大熔炉；族群熔炉,,,2018-03-21
3366936,membership group,隶属团体；成员团体,,,2018-03-21
3366937,memory,记忆,,,2018-03-21
3366938,menshevism,孟什维克主义,,,2018-03-21
3366939,mental age,心智年龄,,,2018-03-21
3366940,mental disease,精神疾病,,,2018-03-21
3366941,mental health,心理健康,,,2018-03-21
3366942,mental hygiene,心理卫生,,,2018-03-21
3366943,mental labor,心智劳动,,,2018-03-21
3366944,mental life,精神生活,,,2018-03-21
3366945,mental work,心智工作；劳心工作,,,2018-03-21
3366946,mentality,心态,,,2018-03-21
3366947,mercantilism,重商主义,,,2018-03-21
3366948,merchant capitalism,商业资本主义,,,2018-03-21
3366949,meritocracy,功绩制,,,2018-03-21
3366950,mesostructure,中层结构,,,2018-03-21
3366951,message,讯息,,,2018-03-21
3366952,messianic movement,弥赛亚运动：救世主运动,,,2018-03-21
3366953,meta-analysis,后设分析;统合分析,,,2018-03-21
3366954,meta-narrative,后设叙事,,,2018-03-21
3366955,metaphor,隐喻,,,2018-03-21
3366956,metaphysical stage,玄学阶段,,,2018-03-21
3366957,method of agreement,求同法,,,2018-03-21
3366958,method of concomitant variation,共变法,,,2018-03-21
3366959,method of difference,求异法,,,2018-03-21
3366960,Methodenstreit,方法学论战,,,2018-03-21
3366961,methodological collectivism,方法学的集体主义；方法论的集体主义,,,2018-03-21
3366962,methodological cosmopolitanism,方法学的寰宇主义；方法论的寰宇主义,,,2018-03-21
3366963,methodological holism,方法学的整体主义；方法论的整体主义,,,2018-03-21
3366964,methodological individualism,方法学的个体主义；方法论的个体主义,,,2018-03-21
3366965,methodological nationalism,方法学的国族主义；方法论的国族主义,,,2018-03-21
3366966,methodological nominalism,方法学上的唯名论；方法论上的唯名论,,,2018-03-21
3366967,methodological relationalism,方法学上的关系主义；方法论上的关系主义,,,2018-03-21
3366968,methodology,方法论,,,2018-03-21
3366969,metonymy,转喻；换喻,,,2018-03-21
3366970,metronymic family,母姓家庭,,,2018-03-21
3366971,metronymic relationship,母姓关系,,,2018-03-21
3366972,metronymic tribe,母姓部落,,,2018-03-21
3366973,metronymy,母姓制,,,2018-03-21
3366974,metropolis,都会,,,2018-03-21
3366975,metrosexual,都会美型男,,,2018-03-21
3366976,micro-macro links,微观和巨观的连结,,,2018-03-21
3366977,micro-politics,微观政治,,,2018-03-21
3366978,micropower,微观权力,,,2018-03-21
3366979,microsociology,微观社会学,,,2018-03-21
3366980,mid-life crisis,中年危机,,,2018-03-21
3366981,mid-year population,年中人口,,,2018-03-21
3366982,middle class,中产阶级；中等阶级,,,2018-03-21
3366983,middle range theory,中距理论；中程理论,,,2018-03-21
3366984,midlife crisis,中年危机,,,2018-03-21
3366985,migrant worker,外来劳工；移工,,,2018-03-21
3366986,migration,迁移；移民,,,2018-03-21
3366987,migration selectivity,迁移的选择性,,,2018-03-21
3366988,migration transition,迁移转型,,,2018-03-21
3366989,militant society,军事社会,,,2018-03-21
3366990,militarism,军国主义；黩武主义,,,2018-03-21
3366991,military sociology,军事社会学,,,2018-03-21
3366992,military-industrial complex,军事工业复合体,,,2018-03-21
3366993,millenarian movement,千禧年运动,,,2018-03-21
3366994,millenarianism,千禧年运动,,,2018-03-21
3366995,millennial movement,千禧年运动,,,2018-03-21
3366996,mind,心灵,,,2018-03-21
3366997,mind-body dualism,身心二元论,,,2018-03-21
3366998,minimum wage law,最低工资法,,,2018-03-21
3366999,minorities,少数群体,,,2018-03-21
3367000,minority culture,少数族群文化,,,2018-03-21
3367001,mir,农村公社,,,2018-03-21
3367002,misdemeanor,微罪,,,2018-03-21
3367003,misrecognition,误认,,,2018-03-21
3367004,missing data,遗漏资料,,,2018-03-21
3367005,mob,暴民,,,2018-03-21
3367006,mob mind,暴民心理,,,2018-03-21
3367007,mobilities,移动性；流动性,,,2018-03-21
3367008,mobility,流动性；移动性,,,2018-03-21
3367009,mobilization for action,行动动员,,,2018-03-21
3367010,mobilization network,动员网络,,,2018-03-21
3367011,modal personality,众趋人格,,,2018-03-21
3367012,mode,众数,,,2018-03-21
3367013,mode of information,资讯方式,,,2018-03-21
3367014,mode of production,生产方式,,,2018-03-21
3367015,modern society,现代社会,,,2018-03-21
3367016,modernism,现代主义,,,2018-03-21
3367017,modernity,现代性；近代性,,,2018-03-21
3367018,modernization,现代化,,,2018-03-21
3367019,mohammedanism,独尊穆罕默德,,,2018-03-21
3367020,monarchy,君主政体,,,2018-03-21
3367021,money,金钱；货币；货币制度,,,2018-03-21
3367022,money economy,货币经济,,,2018-03-21
3367023,monogamous family,一夫一妻家庭；单偶家庭,,,2018-03-21
3367024,monogamy,一夫一妻制；单偶婚制,,,2018-03-21
3367025,monopoly capitalism,独占资本主义：垄断资本主义,,,2018-03-21
3367026,monotheism,一神教；一神论,,,2018-03-21
3367027,monte carlo method,蒙地卡罗法,,,2018-03-21
3367028,moral community,道德社群,,,2018-03-21
3367029,moral density,道德密度；交往密度,,,2018-03-21
3367030,moral economy,道德经济；道义经济,,,2018-03-21
3367031,morbidity rate,罹病率,,,2018-03-21
3367032,mores,民德,,,2018-03-21
3367033,mormonism,摩门教,,,2018-03-21
3367034,morphogenesis,型态发生；型态发生学,,,2018-03-21
3367035,mortality,死亡；死亡率,,,2018-03-21
3367036,mortality rate,死亡率,,,2018-03-21
3367037,mosaic,马赛克；族群拼贴,,,2018-03-21
3367038,mother tongue,母语,,,2018-03-21
3367039,motherhood,母职；母性,,,2018-03-21
3367040,motherhood endowment,母职基金,,,2018-03-21
3367041,mothers' pension,母职津贴,,,2018-03-21
3367042,motility,移动的能动性,,,2018-03-21
3367043,motivation theory,动机理论,,,2018-03-21
3367044,multi-dimensional concept,多面向概念,,,2018-03-21
3367045,multi-level analysis,多层级分析,,,2018-03-21
3367046,multi-linear evolution,多线演化,,,2018-03-21
3367047,multi-national corporations,跨国公司；多国公司,,,2018-03-21
3367048,multicollinearity,多元共线性,,,2018-03-21
3367049,multiculturalism,多元文化主义；多元文化论,,,2018-03-21
3367050,multidimensional scaling {=MDS},多维尺度,,,2018-03-21
3367051,multilevel regression model,多层回归模型,,,2018-03-21
3367052,multilinear evolutionism,多线演化主义,,,2018-03-21
3367053,multinational companies {=MNCs},跨国公司,,,2018-03-21
3367054,multinational corporations {=MNCs},跨国公司,,,2018-03-21
3367055,multinuclear model of city,都市多核心模型,,,2018-03-21
3367056,multiple correspondence analysis {=MCA},多重共变分析,,,2018-03-21
3367057,multiple modernities,多元现代性,,,2018-03-21
3367058,multiple regression analysis,多元回归分析；复回归分析,,,2018-03-21
3367059,multivariate analysis,多变项分析,,,2018-03-21
3367060,multivariate analysis of covariance,多元共变数分析,,,2018-03-21
3367061,multivariate analysis of variance,多元变异数分析,,,2018-03-21
3367062,multivariate statistics,多变项统计；多变量统计,,,2018-03-21
3367063,mutation,突变,,,2018-03-21
3367064,mutual exclusiveness,互斥性,,,2018-03-21
3367065,mysticism,神秘主义,,,2018-03-21
3367066,myth,迷思；神话,,,2018-03-21
3367067,mythology,神话；神话学,,,2018-03-21
3367068,narcissism,自恋,,,2018-03-21
3367069,narrative analysis,叙事分析,,,2018-03-21
3367070,narrative double,叙事分身,,,2018-03-21
3367071,narrative identity,叙事身分；叙事认同,,,2018-03-21
3367072,nation,民族；国族；国家,,,2018-03-21
3367073,nation-state,民族国家,,,2018-03-21
3367074,national capitalism,民族资本主义,,,2018-03-21
3367075,national character,民族性,,,2018-03-21
3367076,national identity,民族认同；国族认同；国民身分,,,2018-03-21
3367077,national self-determination,民族自决,,,2018-03-21
3367078,national socialism,国家社会主义,,,2018-03-21
3367079,nationalism,民族主义；国族主义,,,2018-03-21
3367080,nationalist feminism,国族主义的女性主义,,,2018-03-21
3367081,nationality,民族；国籍,,,2018-03-21
3367082,nationalization,国有化；国族化,,,2018-03-21
